ALFAX,HOLALFCLEACH804RD,ALFAX CLEAR HOLDER A4 40P with insert RD,$4.30 ,8887323110430,12
ALFAX,HOLALFCLEACH806BK,ALFAX CLEAR HOLDER A4 60P w/o insert BK,$5.15 ,8887323110447,8
ALFAX,HOLALFCLEACH806GR,ALFAX CLEAR HOLDER A4 60P w/o insert GR,$5.15 ,8887323110447,12
ALFAX,HOLALFCLEACH806GR,ALFAX CLEAR HOLDER A4 60P w/o insert GR,$5.15 ,8887323110447,12
ALFAX,HOLALFCLEACH806RD,ALFAX CLEAR HOLDER A4 60P w/o insert RD,$5.15 ,8887323110447,12
ALFAX,HOLALFCLEACL3182GR,ALFAX CLEAR HOLDER REF A4 GR,$4.70 ,8887323100202,12
ALFAX,FILALFRINGS201CY,ALFAX COLLEGE RINGFILE A4 CYAN 30,$2.40 ,8887323106778,12
ALFAX,FILALFRINGS201LPU,ALFAX COLLEGE RING FILE A4 LPU 29,$2.40 ,8887323106778,12
ALFAX,FILALFRINGS201PI,ALFAX COLLEGE RING FILE A4 PI 31,$2.40 ,8887323106778,6
ALFAX,FILALFRINGS201PU,ALFAX COLLEGE RING FILE A4 PU 27,$2.40 ,8887323106778,12
ALFAX,CUTALFBLADA100,ALFAX CUTTER BLADE #S A-100,$0.50 ,8887323105252,20
ALFAX,PAPALFCOLOA480BL,ALFAX 80G A4 BLUE 100'S PAPER,$3.85 ,8887323105047,3
ALFAX,PAPALFCOLOA480BU,ALFAX 80G A4 BUFF 100'S PAPER,$3.85 ,8887323104965,3
ALFAX,PAPALFCOLOA480CA,ALFAX 80GA4 CANARY 100'S PAPER,$3.85 ,8887323104989,2
ALFAX,PAPALFCOLOA480CR,ALFAX 80G A4 CREAM 100'S PAPER,$3.85 ,8887323104972,3
ALFAX,PAPALFCOLOA480GO,ALFAX 80G A4 GOLD 100'S PAPER,$3.85 ,8887323105092,3
ALFAX,PAPALFCOLOA480GR,ALFAX 80G A4 GREEN 100'S PAPER,$3.85 ,8887323105078,3
ALFAX,PAPALFCOLOA480LA,ALFAX 80GA4 LAGOON 100'S PAPER,$3.85 ,8887323105061,3
ALFAX,PAPALFCOLOA480LE,ALFAX 80G A4 LEMON 100'S PAPER,$3.85 ,8887323105085,3
ALFAX,PAPALFCOLOA480OC,ALFAX 80G A4 OCEAN 100'S PAPER,$3.85 ,8887323105030,3
ALFAX,PAPALFCOLOA480PA,ALFAX 80GA4 PARROT 100'S PAPER,$3.85 ,8887323105122,3
ALFAX,PAPALFCOLOA480PE,ALFAX 80G A4 PEACH 100'S PAPER,$3.85 ,8887323105009,3
ALFAX,PAPALFCOLOA480PI,ALFAX 80G A4 PINK 100'S PAPER,$3.85 ,8887323105023,3
ALFAX,PAPALFCOLOA480RD,ALFAX 80G A4 RED 100'S PAPER,$3.85 ,8887323105115,3
ALFAX,PAPALFCOLOA480RO,ALFAX 80G A4 ROSE 100'S PAPER,$3.85 ,8887323105016,3
ALFAX,PAPALFCOLOA480SA,ALFAX 80GA4 SAFFRON 100'S PPR,$3.85 ,8887323105108,3
ALFAX,PAPALFCOLOA480TU,ALFAX 80GA4 TURQUO 100'S PAPER,$3.85 ,8887323105139,3
ALFAX,PAPALFCOLOA480YE,ALFAX 80GA4 YELLOW 100'S PAPER,$3.85 ,8887323104996,3
ALFAX,PECALF11115571,ALFAX PENCIL W/ERASER 2B 5571,$1.00 ,8887323103357,36
ALFAX,PECALF11115583,ALFAX PENCIL 2B WITHOUT ERASER,$0.85 ,8887323103371,36
ALFAX,PECALF11115593,ALFAX PENCIL 2B WITHOUT ERASER (w/o Logo),$0.85 ,8887323110492,36
ALFAX,SHAALFPENCYS4018,ALFAX PENCIL SHARPENER YS4018,$0.25 ,8887323104675,48
ALFAX,NAMALFHOLDT014H,ALFAX FLEXIBLE CARD HOLDER 84X54X2MM 5'S,$0.65 ,8887323205136,100
ALFAX,NAMALFHOLDT014V,ALFAX FLEXIBLE CARD HOLDER 54X85X2MM 5'S,$0.65 ,8887323205143,100
ALFAX,NAMALFBADGT081H,ALFAX D/LAYER NAME BADGE (CS)90X55MM 10'S,$0.55 ,8887323204870,100
ALFAX,NAMALFBADGT081V,ALFAX D/LAYER NAME BADGE (CS)56X85MM 10'S,$0.55 ,8887323204887,100
WRITING PAD,ZGIDOUWRITA4,DOUBLE A WRITING PAD A4 50 SHEETS,$2.10 ,8856976000269,200
ALFAX,STPALF111110,ALFAX STAPLES NO:10,$0.25 ,8887323102374,100
ALFAX,STLALF1111ST10,ALFAX STAPLER ST10,$1.30 ,8887323110324,36
ALFAX,CUTALFPAPESX40,ALFAX  CUTTER  KNIFE #S,$1.70 ,8887323202661,12
ALFAX,CUTALFPAPESX39,ALFAX  CUTTER  KNIFE #S,$2.15 ,8887323202654,12
S-FRONT,SCI111STEE4030,"S-FRONT SCISSOR 4.5"" (CARTOON)",$0.65 ,6924827640307,35
NOTES,POS3M1NOTE625S4,"3M POST-IT DIE CUT NOTES MILK 3X5""",$1.50 ,4710367606765,24
NOTES,POS3M1NOTE625S5,"3M POST-IT DIE CUT NOTES BEAR 3X5""",$1.50 ,4710367604679,24
NOTES,POS3M1NOTE625S6,"3M POST-IT DIE CUT NOTES CHICKEN 3X5""",$1.50 ,4710367606772,24
ALFAX,STLALF1111ST20,ALFAX STAPLER ST20,$1.70 ,8887323110331,36
BOSTIK ,GLUBOSSTICSWH,BOSTIK BLU-TACK (S) WHITE 45GM,$3.10 ,5000403110417,24
BOSTIK ,GLUBOSSTICSBL,BOSTIK BLU-TACK (S) BLUE 45GM,$3.10 ,5000399001003,24
BOSTIK ,GLUBOSSTICLBL,BOSTIK BLU-TACK (L) BLUE 75GM,$4.50 ,9310492000480,20
BOSTIK ,GLUBOSSTICLWH,BOSTIK BLU-TACK (L) WHITE 75GM,$4.50 ,9310492000459,20
ALFAX,GLUALFSTIC21G,ALFAX GLUE STICK 21G,$0.85 ,8887323102503,48
ALFAX,GLUALFSTIC8G,ALFAX GLUE STICK 8G,$0.45 ,8887323102497,72
APLI,ZGIAPLCDR152X,APLI CD-R 52X 700MB JEWEL CASE,$1.10 ,8410782107583,100
SONY,BATSON11AAAM3B2A,SONY LR06 BATTERY 1.5V AA 2's,$2.75 ,008562006317,24
SONY,BATSON11AAAM3B8A,SONY ALKALINE BATT (STAMINA PLUS) 8xAA,$6.85 ,008562007680,2
SONY,BATSON11AAAM4B8A,SONY ALKALINE BATT (STAMINA PLUS) 8xAAA,$6.85 ,008562007741,2
ALFAX,CLIALFPAPEBC19,ALFAX COL.BINDER CLIP 19MM 48P,$2.55 ,8887323102824,24
ALFAX,CLIALFPAPEBC32,ALFAX COL.BINDER CLIP 32MM 24P,$2.55 ,8887323102848,24
ALFAX,STPALF1111B8A,ALFAX STAPLES B8a 5000'S,$1.30 ,8887323102398,10
ALFAX,STLALF1111ST30R,ALFAX STAPLER ST30R,$5.50 ,8887323103463,24
ALFAX,CLIALFDOUBBC25,ALFAX COL.BINDER CLIP 25MM 48P,$3.85 ,8887323102831,24
SUPER GLUE,GLU3M1SUPEAD121,3M ADV.FORMULA SUPER GLUE LIQUID 2'S,$3.50 ,051141231006,24
SUPER GLUE,GLU3M1SUPEAD122,3M ADV.FORMULA SUPER GLUE GEL 2'S,$3.50 ,051141231013,24
CASIO,CALCASSCIEFFX991MS,CASIO SCIENTIFIC CALCULATOR,$27.70 ,4971850134855,5
CASIO,CALCASSCIEFFX85MS,CASIO SCIENTIFIC CALCULATOR,$20.60 ,4971850137917,5
CASIO,CALCASSCIEFFX95MS,CASIO SCIENTIFIC CALCULATOR,$19.25 ,4971850135562,5
CASIO,CALCASSCIEFFX570MS,CASIO SCIENTIFIC CALCULATOR,$25.90 ,4971850134824,5
